"gene_symbol","gene_biotype","seqnames","start","end","strand","domain_start","domain_end","domain_width","promoter_h3k4me3","domain_h3k4me3","promoter_h3k27ac","domain_h3k27ac","promoter_ctcf","domain_ctcf","distal_h3k27ac","regulatory_class"
"GSG1L2","protein_coding","NC_058381.1",4232668,4249733,"-",4203823,4251191,47369,0,0,0,0,1,2,0,"no_active_mark"
"GLP2R","protein_coding","NC_058381.1",4250397,4306700,"+",4203823,4251191,47369,0,0,0,0,0,2,0,"no_active_mark"
"RCVRN","protein_coding","NC_058381.1",4309025,4316294,"-",4298648,4317196,18549,0,0,0,0,1,2,0,"no_active_mark"
"GAS7","protein_coding","NC_058381.1",4319660,4537173,"-",4472239,4554073,81835,1,3,1,4,0,2,3,"active_promoter"
"LOC111557768","lncRNA","NC_058381.1",4472036,4479091,"+",4406499,4472239,65741,0,0,2,5,1,2,3,"distal_enhancer_only"
"LOC111557910","snoRNA","NC_058381.1",4572070,4572200,"-",4554073,4586589,32517,0,0,0,0,0,2,0,"no_active_mark"
"LOC101083886","protein_coding","NC_058381.1",4606377,4677232,"-",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"LOC109494190","lncRNA","NC_058381.1",4669530,4672199,"+",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"ADPRM","protein_coding","NC_058381.1",4675742,5254422,"+",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"LOC105261153","protein_coding","NC_058381.1",4685758,4714532,"-",4629183,4886657,257475,0,1,2,5,0,2,3,"distal_enhancer_only"
"MYH4","protein_coding","NC_058381.1",4731519,4753681,"-",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"LOC123382117","lncRNA","NC_058381.1",4756101,4759719,"-",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"MYH1","protein_coding","NC_058381.1",4768237,4792487,"-",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"MYH2","protein_coding","NC_058381.1",4795285,4821009,"-",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"LOC109494191","lncRNA","NC_058381.1",4845676,4874387,"-",4629183,4886657,257475,0,1,0,5,0,2,5,"distal_enhancer_only"
"MYH3","protein_coding","NC_058381.1",4895487,4917601,"-",4916582,4944898,28317,0,0,0,0,0,2,0,"no_active_mark"
"SCO1","protein_coding","NC_058381.1",4940676,4956928,"-",4944898,4957144,12247,1,1,1,1,1,2,0,"active_promoter"
"TMEM220","protein_coding","NC_058381.1",4972630,4982871,"-",4982550,4983496,947,1,1,1,1,2,2,0,"active_promoter"
"LOC123382118","lncRNA","NC_058381.1",5010775,5016236,"-",5001018,5025548,24531,0,0,0,2,0,2,2,"distal_enhancer_only"
"TMEM238L","protein_coding","NC_058381.1",5053889,5054934,"-",5025548,5087461,61914,1,1,1,1,0,2,0,"active_promoter"
"PIRT","protein_coding","NC_058381.1",5070324,5082705,"-",5025548,5087461,61914,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123382119","lncRNA","NC_058381.1",5074144,5075343,"+",5025548,5087461,61914,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC109494183","lncRNA","NC_058381.1",5173622,5206186,"-",5120142,5276648,156507,0,0,0,3,0,2,3,"distal_enhancer_only"
"LOC123382068","lncRNA","NC_058381.1",5264586,5276889,"-",5276648,5320076,43429,0,0,0,0,1,2,0,"no_active_mark"
"LOC123382012","lncRNA","NC_058381.1",5305109,5308047,"+",5276648,5320076,43429,0,0,0,0,0,2,0,"no_active_mark"
"LOC109494103","lncRNA","NC_058381.1",5380311,5386127,"-",5320076,5394516,74441,0,1,0,0,0,2,0,"no_active_mark"
"SHISA6","protein_coding","NC_058381.1",5395659,5674794,"+",5394516,5597432,202917,1,1,0,2,1,2,2,"primed_promoter"
"DNAH9","protein_coding","NC_058381.1",5692214,6026241,"+",5597432,5692369,94938,1,2,1,6,1,2,5,"active_promoter"
"LOC123382060","lncRNA","NC_058381.1",5716254,5739256,"-",5732307,5828552,96246,0,0,0,0,0,2,0,"no_active_mark"
"LOC123382059","lncRNA","NC_058381.1",5727065,5729387,"-",5692369,5732307,39939,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC109494193","lncRNA","NC_058381.1",5998259,6005888,"-",5994368,6039113,44746,0,0,0,0,0,2,0,"no_active_mark"
"ZNF18","protein_coding","NC_058381.1",6028124,6058163,"-",6039113,6058300,19188,1,1,2,2,1,2,0,"active_promoter"
"MAP2K4","protein_coding","NC_058381.1",6082148,6222094,"+",6082051,6082759,709,1,1,1,1,2,2,0,"active_promoter"
"LOC109494197","lncRNA","NC_058381.1",6151177,6152546,"+",6082759,6232207,149449,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC111557827","lncRNA","NC_058381.1",6342737,6401058,"+",6292975,6592737,299763,0,0,0,0,0,1,0,"no_active_mark"
"LOC109494198","lncRNA","NC_058381.1",6568676,6657983,"+",6318676,6669836,351161,0,1,0,2,0,1,2,"distal_enhancer_only"
"LOC123381834","lncRNA","NC_058381.1",6605843,6626920,"+",6355843,6669836,313994,0,1,0,2,0,1,2,"distal_enhancer_only"
"MYOCD","protein_coding","NC_058381.1",6668010,6780630,"+",6418010,6669836,251827,1,1,2,2,0,1,0,"active_promoter"
"ARHGAP44","protein_coding","NC_058381.1",6800804,6984207,"+",6751670,6800954,49285,1,1,1,1,1,2,0,"active_promoter"
"ELAC2","protein_coding","NC_058381.1",6984176,7007204,"-",7007051,7014523,7473,1,1,2,2,1,2,0,"active_promoter"
"LOC123381962","lncRNA","NC_058381.1",7028735,7084209,"-",7021720,7087569,65850,0,0,0,0,0,2,0,"no_active_mark"
"LOC111557824","lncRNA","NC_058381.1",7094245,7099565,"+",7087569,7248497,160929,0,0,0,0,0,2,0,"no_active_mark"
"LOC102899372","lncRNA","NC_058381.1",7246404,7256462,"-",7248497,7321460,72964,0,0,0,0,0,2,0,"no_active_mark"
"LOC123382077","lncRNA","NC_058381.1",7422945,7425628,"+",7321460,7527282,205823,0,1,0,8,0,2,8,"distal_enhancer_only"
"HS3ST3A1","protein_coding","NC_058381.1",7430804,7534310,"-",7533823,7574408,40586,1,1,1,1,1,2,0,"active_promoter"
"LOC109494200","lncRNA","NC_058381.1",7534999,7540689,"+",7533823,7574408,40586,1,1,1,1,1,2,0,"active_promoter"
"LOC123382079","lncRNA","NC_058381.1",7653667,7655179,"-",7612588,7905179,292592,0,1,0,2,0,1,2,"distal_enhancer_only"
"LOC123381925","protein_coding","NC_058381.1",7668406,7903003,"-",7653003,8079462,426460,1,3,1,3,0,1,2,"active_promoter"
"LOC109494201","lncRNA","NC_058381.1",7878344,7897236,"+",7628344,8079462,451119,0,3,0,3,0,1,3,"distal_enhancer_only"
"COX10","protein_coding","NC_058381.1",7903092,8043451,"+",7653092,8079462,426371,1,3,1,3,0,1,2,"active_promoter"
"LOC102899164","lncRNA","NC_058381.1",8069552,8073841,"-",7823841,8079462,255622,0,3,0,3,0,1,3,"distal_enhancer_only"
"LOC101091978","protein_coding","NC_058381.1",8082918,8122870,"+",8079462,8083225,3764,1,2,2,3,1,2,1,"active_promoter"
"PMP22","protein_coding","NC_058381.1",8818459,8851580,"-",8848574,9032313,183740,0,2,0,3,0,2,3,"distal_enhancer_only"
"TEKT3","protein_coding","NC_058381.1",8882136,8916728,"-",8848574,9032313,183740,1,2,0,3,0,2,3,"primed_promoter"
"LOC105261151","lncRNA","NC_058381.1",8916782,8924187,"+",8848574,9032313,183740,1,2,0,3,0,2,3,"primed_promoter"
"CDRT4","protein_coding","NC_058381.1",8983252,9015300,"-",8848574,9032313,183740,0,2,0,3,0,2,3,"distal_enhancer_only"
"TVP23B","protein_coding","NC_058381.1",9077281,9100369,"-",9100177,9115806,15630,1,1,2,2,1,2,0,"active_promoter"
"CDRT1","protein_coding","NC_058381.1",9103566,9137880,"-",9115806,9168441,52636,1,5,1,6,0,2,5,"active_promoter"
"TRIM16","protein_coding","NC_058381.1",9149247,9192024,"-",9190035,9197012,6978,0,0,0,0,0,2,0,"no_active_mark"
"LOC101092714","protein_coding","NC_058381.1",9191601,9219168,"-",9197012,9219337,22326,1,1,1,1,1,2,0,"active_promoter"
"ZNF286A","protein_coding","NC_058381.1",9235660,9262634,"+",9219337,9235806,16470,1,2,1,2,1,2,1,"active_promoter"
"ZNF624","protein_coding","NC_058381.1",9270962,9309355,"+",9235806,9271279,35474,1,2,1,2,1,2,1,"active_promoter"
"ZNF287","protein_coding","NC_058381.1",9344936,9365894,"+",9333869,9368359,34491,1,3,1,2,0,2,1,"active_promoter"
"LOC123381861","protein_coding","NC_058381.1",9359841,9398781,"-",9368359,9398932,30574,1,3,2,3,1,2,1,"active_promoter"
"LRRC75A","protein_coding","NC_058381.1",9398992,9445294,"+",9398932,9404890,5959,1,2,1,6,1,2,5,"active_promoter"
"LOC123381832","lncRNA","NC_058381.1",9399380,9408524,"+",9398932,9404890,5959,1,2,1,6,1,2,5,"active_promoter"
"LOC111557867","lncRNA","NC_058381.1",9445298,9447770,"-",9436397,9449180,12784,1,2,1,4,1,2,3,"active_promoter"
"LOC111557924","snoRNA","NC_058381.1",9445713,9445786,"-",9436397,9449180,12784,1,2,2,4,0,2,2,"active_promoter"
"LOC111557904","snoRNA","NC_058381.1",9446840,9446910,"-",9436397,9449180,12784,1,2,1,4,0,2,3,"active_promoter"
"LOC111557905","snoRNA","NC_058381.1",9447250,9447320,"-",9436397,9449180,12784,1,2,1,4,1,2,3,"active_promoter"
"TRPV2","protein_coding","NC_058381.1",9449185,9477640,"-",9467866,9490100,22235,0,4,1,4,0,2,3,"distal_enhancer_only"
"UBB","protein_coding","NC_058381.1",9488225,9490205,"-",9490100,9490967,868,1,1,1,1,2,2,0,"active_promoter"
"LOC109494207","lncRNA","NC_058381.1",9490361,9496580,"+",9490100,9490967,868,2,1,1,1,2,2,0,"active_promoter"
"LOC102900081","protein_coding","NC_058381.1",9518704,9520114,"+",9514559,9523719,9161,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123381853","lncRNA","NC_058381.1",9520474,9522626,"-",9514559,9523719,9161,1,1,1,1,1,2,0,"active_promoter"
"CENPV","protein_coding","NC_058381.1",9523812,9538950,"+",9523719,9569622,45904,1,1,1,1,1,2,0,"active_promoter"
"PIGL","protein_coding","NC_058381.1",9544886,9630082,"-",9597758,9630842,33085,1,1,1,5,1,2,4,"active_promoter"
"NCOR1","protein_coding","NC_058381.1",9631004,9790781,"+",9630842,9638809,7968,1,1,1,1,1,2,0,"active_promoter"
"TTC19","protein_coding","NC_058381.1",9781727,9823394,"-",9795291,9823673,28383,1,1,1,1,1,2,0,"active_promoter"
"ZSWIM7","protein_coding","NC_058381.1",9823444,9837706,"+",9795291,9823673,28383,1,1,1,1,1,2,0,"active_promoter"
"ADORA2B","protein_coding","NC_058381.1",9837285,9863597,"-",9823673,9863651,39979,1,2,1,3,1,2,2,"active_promoter"
"LOC111557916","snoRNA","NC_058381.1",9850471,9850600,"+",9823673,9863651,39979,0,2,0,3,0,2,3,"distal_enhancer_only"
"SPECC1","protein_coding","NC_058381.1",9895354,10181466,"-",10181369,10193050,11682,1,1,1,1,1,2,0,"active_promoter"
"LOC111557884","snRNA","NC_058381.1",9925694,9925800,"+",9863651,9984850,121200,0,2,0,6,0,2,6,"distal_enhancer_only"
"LOC109494210","lncRNA","NC_058381.1",10027679,10044333,"-",9987981,10046622,58642,1,1,1,5,1,2,4,"active_promoter"
"LOC109494211","lncRNA","NC_058381.1",10108353,10113852,"+",10086015,10180455,94441,0,3,2,12,0,2,10,"distal_enhancer_only"
"LOC109494212","lncRNA","NC_058381.1",10185616,10186907,"-",10181369,10193050,11682,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC109494209","lncRNA","NC_058381.1",10186979,10203383,"+",10181369,10193050,11682,0,1,0,1,0,2,1,"distal_enhancer_only"
"AKAP10","protein_coding","NC_058381.1",10215254,10294613,"+",10193050,10215402,22353,1,1,1,1,1,2,0,"active_promoter"
"ULK2","protein_coding","NC_058381.1",10314976,10399190,"+",10314950,10407978,93029,1,1,1,2,1,2,1,"active_promoter"
"LOC123382041","lncRNA","NC_058381.1",10405422,10410112,"+",10314950,10407978,93029,0,1,0,2,0,2,2,"distal_enhancer_only"
"ALDH3A1","protein_coding","NC_058381.1",10426886,10435778,"+",10407978,10429379,21402,0,2,0,2,0,2,2,"distal_enhancer_only"
"LOC101084495","protein_coding","NC_058381.1",10452602,10475470,"+",10450820,10454647,3828,2,2,1,1,1,2,0,"active_promoter"
"ALDH3A2","protein_coding","NC_058381.1",10476672,10499382,"-",10459266,10499496,40231,1,2,1,5,2,2,4,"active_promoter"
"LOC101084751","protein_coding","NC_058381.1",10536014,10596282,"-",10595561,10620986,25426,1,1,0,0,0,2,0,"primed_promoter"
"LOC102901150","lncRNA","NC_058381.1",10595863,10615430,"+",10595561,10620986,25426,1,1,0,0,2,2,0,"primed_promoter"
"SLC47A1","protein_coding","NC_058381.1",10597307,10636960,"-",10620986,10653815,32830,1,1,1,1,0,2,0,"active_promoter"
"LOC102901275","lncRNA","NC_058381.1",10667567,10739718,"+",10660966,10667804,6839,1,2,1,3,1,2,2,"active_promoter"
"RNF112","protein_coding","NC_058381.1",10742422,10752716,"-",10745688,10761093,15406,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123381896","lncRNA","NC_058381.1",10758431,10772039,"-",10766738,10772911,6174,1,1,3,2,1,2,0,"active_promoter"
"MFAP4","protein_coding","NC_058381.1",10772151,10775302,"+",10766738,10772911,6174,1,1,2,2,0,2,0,"active_promoter"
"MAPK7","protein_coding","NC_058381.1",10775425,10782069,"-",10781177,10794206,13030,1,1,1,2,1,2,1,"active_promoter"
"LOC123381901","lncRNA","NC_058381.1",10789228,10805928,"-",10805846,10818957,13112,1,1,1,3,1,2,2,"active_promoter"
"LOC102901427","protein_coding","NC_058381.1",10802027,10805272,"+",10800658,10803523,2866,0,0,1,2,1,2,1,"distal_enhancer_only"
"B9D1","protein_coding","NC_058381.1",10806109,10820863,"+",10805846,10818957,13112,1,1,1,3,1,2,2,"active_promoter"
"EPN2","protein_coding","NC_058381.1",10825880,10911811,"-",10893303,10911882,18580,1,1,1,8,1,2,7,"active_promoter"
"LOC123382134","lncRNA","NC_058381.1",10834982,10836951,"+",10831422,10842272,10851,0,0,0,1,0,2,1,"distal_enhancer_only"
"GRAP","protein_coding","NC_058381.1",10966015,10992540,"+",10961179,10977227,16049,1,1,1,3,0,2,2,"active_promoter"
"SLC5A10","protein_coding","NC_058381.1",10992544,11050799,"-",11050708,11051713,1006,1,1,2,1,2,2,0,"active_promoter"
"FAM83G","protein_coding","NC_058381.1",11009448,11037705,"+",10983165,11009599,26435,1,1,1,2,1,2,1,"active_promoter"
"PRPSAP2","protein_coding","NC_058381.1",11074644,11121551,"-",11121442,11130836,9395,1,2,1,2,1,2,1,"active_promoter"
"SHMT1","protein_coding","NC_058381.1",11158908,11185413,"+",11130836,11159190,28355,1,3,2,6,1,2,4,"active_promoter"
"SMCR8","protein_coding","NC_058381.1",11185226,11199225,"-",11199160,11199577,418,1,1,1,1,3,2,0,"active_promoter"
"TOP3A","protein_coding","NC_058381.1",11199509,11224956,"+",11199160,11199577,418,1,1,1,1,3,2,0,"active_promoter"
"MIEF2","protein_coding","NC_058381.1",11231516,11236766,"-",11234015,11238139,4125,1,1,1,1,1,2,0,"active_promoter"
"FLII","protein_coding","NC_058381.1",11237976,11252957,"+",11234015,11238139,4125,1,1,1,1,1,2,0,"active_promoter"
"LLGL1","protein_coding","NC_058381.1",11252926,11270782,"-",11260419,11270862,10444,1,1,1,1,1,2,0,"active_promoter"
"ALKBH5","protein_coding","NC_058381.1",11279683,11301414,"-",11301052,11337442,36391,1,1,1,1,1,2,0,"active_promoter"
"MYO15A","protein_coding","NC_058381.1",11306108,11358582,"-",11337442,11386598,49157,0,2,1,5,0,2,4,"distal_enhancer_only"
"DRG2","protein_coding","NC_058381.1",11365791,11386717,"-",11386598,11419149,32552,1,1,1,3,1,2,2,"active_promoter"
"GID4","protein_coding","NC_058381.1",11394901,11423464,"-",11423025,11429425,6401,1,1,1,1,1,2,0,"active_promoter"
"ATPAF2","protein_coding","NC_058381.1",11423704,11441168,"+",11423025,11429425,6401,1,1,1,1,1,2,0,"active_promoter"
"DRC3","protein_coding","NC_058381.1",11442238,11477050,"-",11472706,11477376,4671,2,2,2,2,1,2,0,"active_promoter"
"TOM1L2","protein_coding","NC_058381.1",11477448,11598208,"+",11477376,11496850,19475,2,2,2,6,1,2,4,"active_promoter"
"SREBF1","protein_coding","NC_058381.1",11605996,11627561,"+",11603066,11606156,3091,1,2,1,1,1,2,0,"active_promoter"
"LOC102899172","lncRNA","NC_058381.1",11606776,11615019,"-",11609878,11627125,17248,1,4,2,5,0,2,3,"active_promoter"
"RAI1","protein_coding","NC_058381.1",11628206,11709301,"-",11708595,11736127,27533,1,3,1,10,1,2,9,"active_promoter"
"LOC123382130","lncRNA","NC_058381.1",11800092,11808474,"-",11778137,11808519,30383,1,1,1,1,1,2,0,"active_promoter"
"PEMT","protein_coding","NC_058381.1",11807803,11892509,"+",11778137,11808519,30383,1,1,1,1,1,2,0,"active_promoter"
"LOC109494219","protein_coding","NC_058381.1",11892647,11897685,"+",11889955,11897618,7664,0,1,0,1,0,2,1,"distal_enhancer_only"
"RASD1","protein_coding","NC_058381.1",11897889,11899816,"+",11897618,11898812,1195,1,1,1,1,1,2,0,"active_promoter"
"MED9","protein_coding","NC_058381.1",11900982,11915517,"-",11915401,11949507,34107,1,1,1,3,1,2,2,"active_promoter"
"LOC109494105","protein_coding","NC_058381.1",11978747,11982096,"-",11953515,12016304,62790,0,1,0,0,0,2,0,"no_active_mark"
"LOC123382078","lncRNA","NC_058381.1",11991607,12000884,"+",11953515,12016304,62790,0,1,0,0,0,2,0,"no_active_mark"
"NT5M","protein_coding","NC_058381.1",12021220,12054729,"-",12054475,12105444,50970,1,3,1,3,1,2,2,"active_promoter"
"LOC109494221","lncRNA","NC_058381.1",12068679,12071917,"-",12054475,12105444,50970,1,3,1,3,0,2,2,"active_promoter"
"COPS3","protein_coding","NC_058381.1",12072013,12099175,"+",12054475,12105444,50970,1,3,1,3,0,2,2,"active_promoter"
"FLCN","protein_coding","NC_058381.1",12105681,12147130,"+",12105444,12162494,57051,1,1,1,2,1,2,1,"active_promoter"
"PLD6","protein_coding","NC_058381.1",12137213,12142096,"+",12105444,12162494,57051,0,1,0,2,0,2,2,"distal_enhancer_only"
"MPRIP","protein_coding","NC_058381.1",12147541,12302545,"-",12302115,12327612,25498,1,1,1,5,1,2,4,"active_promoter"
"LOC123382005","lncRNA","NC_058381.1",12336368,12337644,"+",12327612,12344834,17223,0,0,1,4,0,2,3,"distal_enhancer_only"
"LOC109494224","lncRNA","NC_058381.1",12349061,12370024,"-",12350388,12409284,58897,0,0,0,1,0,2,1,"distal_enhancer_only"
"TNFRSF13B","protein_coding","NC_058381.1",12377388,12413759,"+",12350388,12409284,58897,0,0,0,1,0,2,1,"distal_enhancer_only"
"USP22","protein_coding","NC_058381.1",12424324,12469981,"-",12469980,12470378,399,1,1,1,1,3,2,0,"active_promoter"
"DHRS7B","protein_coding","NC_058381.1",12512236,12575229,"+",12504542,12512600,8059,1,1,1,2,1,2,1,"active_promoter"
"LOC123381849","lncRNA","NC_058381.1",12550678,12558429,"-",12517614,12572368,54755,0,0,0,5,0,2,5,"distal_enhancer_only"
"LOC123381850","lncRNA","NC_058381.1",12571199,12574013,"-",12572368,12594088,21721,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC105261149","lncRNA","NC_058381.1",12576969,12578737,"+",12572368,12594088,21721,0,1,0,1,0,2,1,"distal_enhancer_only"
"TMEM11","protein_coding","NC_058381.1",12579458,12593866,"-",12572368,12594088,21721,1,1,1,1,1,2,0,"active_promoter"
"LOC102899862","lncRNA","NC_058381.1",12593956,12601981,"+",12572368,12594088,21721,1,1,1,1,1,2,0,"active_promoter"
"LOC109494227","lncRNA","NC_058381.1",12602571,12607507,"+",12598026,12620409,22384,0,2,0,2,0,2,2,"distal_enhancer_only"
"NATD1","protein_coding","NC_058381.1",12607693,12620610,"-",12620409,12639522,19114,1,1,1,1,1,2,0,"active_promoter"
"LOC109494228","lncRNA","NC_058381.1",12620649,12621854,"+",12620409,12639522,19114,1,1,1,1,1,2,0,"active_promoter"
"MAP2K3","protein_coding","NC_058381.1",12643196,12672385,"+",12643190,12643570,381,1,1,1,1,3,2,0,"active_promoter"
"KCNJ12","protein_coding","NC_058381.1",12734125,12779119,"+",12700792,12734864,34073,1,1,1,1,1,2,0,"active_promoter"
"LOC123381914","lncRNA","NC_058381.1",12735576,12740484,"-",12734864,12742725,7862,0,2,0,1,0,2,1,"distal_enhancer_only"
"LOC111557797","lncRNA","NC_058381.1",12820014,12823689,"-",12806109,12880830,74722,0,3,0,1,0,2,1,"distal_enhancer_only"
"LOC123381977","lncRNA","NC_058381.1",12826927,12835278,"-",12806109,12880830,74722,0,3,0,1,0,2,1,"distal_enhancer_only"
"LOC123381982","lncRNA","NC_058381.1",12853845,12858323,"+",12806109,12880830,74722,0,3,0,1,0,2,1,"distal_enhancer_only"
"LOC123381942","lncRNA","NC_058381.1",12880977,12897782,"+",12880830,12910518,29689,1,1,1,1,1,2,0,"active_promoter"
"LOC111559206","rRNA","NC_058381.1",12960195,12962063,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123382135","rRNA","NC_058381.1",12963769,12963921,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123382141","rRNA","NC_058381.1",12965670,12970312,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123381938","protein_coding","NC_058381.1",12970317,12975286,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123381939","lncRNA","NC_058381.1",12975293,12976516,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC111559207","rRNA","NC_058381.1",13017920,13022587,"-",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC111557881","rRNA","NC_058381.1",13024357,13024509,"-",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC111557932","rRNA","NC_058381.1",13026225,13028091,"-",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123382139","rRNA","NC_058381.1",13047000,13048868,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123382136","rRNA","NC_058381.1",13050574,13050726,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123382142","rRNA","NC_058381.1",13052475,13057117,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123381940","lncRNA","NC_058381.1",13062105,13063330,"+",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123381944","lncRNA","NC_058381.1",13072657,13073134,"-",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123381941","lncRNA","NC_058381.1",13080372,13082792,"-",12910518,13086923,176406,0,2,0,0,0,2,0,"no_active_mark"
"LOC123382140","rRNA","NC_058381.1",13092160,13094030,"+",13088975,13097456,8482,0,0,0,0,0,2,0,"no_active_mark"
"LOC123382138","rRNA","NC_058381.1",13095736,13095888,"+",13088975,13097456,8482,0,0,0,0,0,2,0,"no_active_mark"
"LOC123381943","lncRNA","NC_058381.1",13099218,13101720,"+",13097456,13168184,70729,0,0,0,0,1,2,0,"no_active_mark"
"ATP2A3","protein_coding","NC_058381.1",13226791,13261562,"+",13184944,13251865,66922,1,2,1,4,0,2,3,"active_promoter"
"P2RX1","protein_coding","NC_058381.1",13267055,13283097,"+",13254717,13274474,19758,0,0,1,1,0,2,0,"no_active_mark"
"CAMKK1","protein_coding","NC_058381.1",13286777,13315089,"+",13274474,13286824,12351,1,1,2,3,1,2,1,"active_promoter"
"NCBP3","protein_coding","NC_058381.1",13323567,13356692,"+",13323564,13325288,1725,1,1,1,1,2,2,0,"active_promoter"
